Event_ID,Action_Record_ID,Process_Code,Employee_ID,Event_Type,Event_DateTime,Performed_By_Employee_ID,Performed_By_Name,Previous_Status,New_Status,Effect,Note,Data_As_Of_Date
HREVT-000504,HRACT-00291,ACTING_CHARGE,EMP064,RECORDED,2026-04-03T09:35,EMP203,Zainab Awan,,APPLIED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000505,HRACT-00291,ACTING_CHARGE,EMP064,APPLIED,2026-04-08T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Primary position/headcount unchanged; temporary acting responsibility recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000506,HRACT-00292,ACTING_CHARGE,EMP017,RECORDED,2026-04-25T09:40,EMP001,Sonia Hassan,,APPLIED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000507,HRACT-00292,ACTING_CHARGE,EMP017,APPLIED,2026-04-30T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Primary position/headcount unchanged; temporary acting responsibility recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000508,HRACT-00293,ACTING_CHARGE,EMP199,RECORDED,2026-05-17T09:45,EMP012,Danish Masood,,APPLIED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000509,HRACT-00293,ACTING_CHARGE,EMP199,APPLIED,2026-05-22T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Primary position/headcount unchanged; temporary acting responsibility recorded,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000510,HRACT-00294,ACTING_CHARGE,EMP266,RECORDED,2026-07-31T10:18,EMP087,Kashif Hameed,,SCHEDULED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000511,HRACT-00295,ACTING_CHARGE,EMP054,RECORDED,2026-07-30T10:21,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000512,HRACT-00296,ACTING_CHARGE,EMP273,RECORDED,2026-07-29T10:24,EMP201,Taha Saeed,,SCHEDULED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000513,HRACT-00297,ACTING_CHARGE,EMP045,RECORDED,2026-07-31T10:27,EMP202,Usman Hashmi,,SCHEDULED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000514,HRACT-00298,ACTING_CHARGE,EMP193,RECORDED,2026-07-30T10:30,EMP203,Zainab Awan,,SCHEDULED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000515,HRACT-00299,ACTING_CHARGE,EMP300,RECORDED,2026-07-29T10:33,EMP001,Sonia Hassan,,SCHEDULED,Logged,Temporary acting/additional responsibility assigned to cover an approved position without changing the primary assignment.,2026-08-01
HREVT-000516,HRACT-00300,DEMOTION,EMP379,RECORDED,2026-08-01T15:00,EMP012,Danish Masood,,SCHEDULED,Logged,Lower-level placement scheduled after role/performance review; target is an existing approved budgeted vacancy.,2026-08-01
HREVT-000517,HRACT-00301,DEMOTION,EMP369,RECORDED,2026-07-31T15:04,EMP087,Kashif Hameed,,SCHEDULED,Logged,Lower-level placement scheduled after role/performance review; target is an existing approved budgeted vacancy.,2026-08-01
HREVT-000518,HRACT-00302,DEMOTION,EMP344,RECORDED,2026-07-30T15:08,EMP197,Zeeshan Qureshi,,SCHEDULED,Logged,Lower-level placement scheduled after role/performance review; target is an existing approved budgeted vacancy.,2026-08-01
HREVT-000519,HRACT-00303,DEMOTION,EMP500,RECORDED,2026-07-29T15:12,EMP201,Taha Saeed,,SCHEDULED,Logged,Lower-level placement scheduled after role/performance review; target is an existing approved budgeted vacancy.,2026-08-01
HREVT-000520,HRACT-00304,DEMOTION,EMP602,RECORDED,2026-08-01T15:16,EMP202,Usman Hashmi,,SCHEDULED,Logged,Lower-level placement scheduled after role/performance review; target is an existing approved budgeted vacancy.,2026-08-01
HREVT-000521,HRACT-00305,DEMOTION,EMP094,RECORDED,2026-07-31T15:20,EMP203,Zainab Awan,,SCHEDULED,Logged,Lower-level placement scheduled after role/performance review; target is an existing approved budgeted vacancy.,2026-08-01
HREVT-000522,HRACT-00306,SECONDMENT,EMP051,RECORDED,2026-03-05T11:00,EMP001,Sonia Hassan,,APPLIED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000523,HRACT-00306,SECONDMENT,EMP051,APPLIED,2026-03-15T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Home assignment retained; temporary host placement recorded; organization total headcount unchanged,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000524,HRACT-00307,SECONDMENT,EMP270,RECORDED,2026-04-02T11:06,EMP012,Danish Masood,,APPLIED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000525,HRACT-00307,SECONDMENT,EMP270,APPLIED,2026-04-12T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Home assignment retained; temporary host placement recorded; organization total headcount unchanged,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000526,HRACT-00308,SECONDMENT,EMP176,RECORDED,2026-04-30T11:12,EMP087,Kashif Hameed,,APPLIED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000527,HRACT-00308,SECONDMENT,EMP176,APPLIED,2026-05-10T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Home assignment retained; temporary host placement recorded; organization total headcount unchanged,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000528,HRACT-00309,SECONDMENT,EMP342,RECORDED,2026-05-28T11:18,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000529,HRACT-00309,SECONDMENT,EMP342,APPLIED,2026-06-07T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Home assignment retained; temporary host placement recorded; organization total headcount unchanged,Seeded historical action already reconciled with current source state; no source CSV modified.,2026-08-01
HREVT-000530,HRACT-00310,SECONDMENT,EMP384,RECORDED,2026-07-30T12:16,EMP201,Taha Saeed,,SCHEDULED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000531,HRACT-00311,SECONDMENT,EMP167,RECORDED,2026-07-29T12:20,EMP202,Usman Hashmi,,SCHEDULED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000532,HRACT-00312,SECONDMENT,EMP377,RECORDED,2026-07-28T12:24,EMP203,Zainab Awan,,SCHEDULED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
HREVT-000533,HRACT-00313,SECONDMENT,EMP182,RECORDED,2026-07-27T12:28,EMP001,Sonia Hassan,,SCHEDULED,Logged,Temporary host assignment created without closing the employee home assignment.,2026-08-01
