Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Designation,Job_Level,Role_Band,Performance_Template_ID,Performance_Cycle_ID,Latest_Performance_Month,Latest_Performance_Score,Latest_Performance_Band,Average_12M_Performance_Score,Lowest_12M_Performance_Score,Highest_12M_Performance_Score,Three_Month_Change_Points,Performance_Trend,Strongest_KPI_1,Strongest_KPI_1_Score,Strongest_KPI_2,Strongest_KPI_2_Score,Development_KPI_1,Development_KPI_1_Score,Development_KPI_2,Development_KPI_2_Score,Average_Evidence_Quality,Existing_Performance_Score_Reference,Existing_Performance_Band_Reference,Review_Status,Data_As_Of_Date
EMP057,Raza Haider,DEPARTMENT-007,IT,Technology and Innovation,POS-057,IT Support Engineer,Junior IT Engineer,Junior,Junior/Assistant,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,76.62,Meets Expectations,76.41,75.52,77.3,0.19,Stable,Attendance and Punctuality,95.1,Incident Resolution within SLA,83.71,System Availability and Change Success,69.87,Teamwork and Professional Communication,55.8,0.87,74.6,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP058,Shahid Malik,DEPARTMENT-005,Engineering,Technology and Innovation,POS-058,Senior Software Engineer,Senior Software Engineer,Senior,Senior/Lead,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,79.63,Meets Expectations,79.0,77.99,79.72,0.26,Stable,Attendance and Punctuality,94.51,Sprint Delivery Achievement,90.65,Mentoring and Knowledge Transfer,59.69,Teamwork and Professional Communication,45.24,0.9,77.3,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP059,Anum Masood,DEPARTMENT-003,Sales,Commercial Services,POS-059,Senior Account Manager,Senior Account Manager,Senior,Senior/Lead,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,83.24,Strong,84.22,83.2,85.8,-0.32,Stable,Attendance and Punctuality,98.52,Sales Target Achievement,94.43,Collection Achievement,71.97,Teamwork and Professional Communication,60.55,0.92,86.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP060,Mohsin Yousaf,DEPARTMENT-003,Sales,Commercial Services,POS-060,Sales Executive,Sales Executive,Junior,Junior/Assistant,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,82.05,Strong,81.94,81.21,82.81,-0.13,Stable,Sales Target Achievement,98.22,Attendance and Punctuality,97.53,Collection Achievement,62.66,Teamwork and Professional Communication,53.22,0.88,84.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP061,Asad Bashir,DEPARTMENT-003,Sales,Commercial Services,POS-061,Sales Executive,Sales Executive,Junior,Junior/Assistant,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,76.62,Meets Expectations,76.51,75.7,77.36,0.73,Stable,Attendance and Punctuality,97.15,Lead Conversion and Customer Retention Score,85.77,Teamwork and Professional Communication,65.08,Collection Achievement,57.9,0.88,76.7,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP062,Fahad Dar,DEPARTMENT-003,Sales,Commercial Services,POS-062,Account Manager,Senior Sales Executive,Mid,Professional/Mid-level,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,91.02,Exceptional,90.87,89.91,91.56,-0.64,Stable,Attendance and Punctuality,99.75,Sales Target Achievement,97.79,Collection Achievement,79.12,Teamwork and Professional Communication,69.09,0.91,91.8,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP063,Ahmad Tariq,DEPARTMENT-003,Sales,Commercial Services,POS-063,Sales Executive,Sales Executive,Junior,Junior/Assistant,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,70.5,Meets Expectations,70.0,69.32,71.18,1.13,Stable,Attendance and Punctuality,96.73,Lead Conversion and Customer Retention Score,80.41,Teamwork and Professional Communication,57.15,Collection Achievement,47.18,0.87,68.7,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP064,Hassan Sheikh,DEPARTMENT-003,Sales,Commercial Services,POS-064,Sales Executive,Sales Executive,Junior,Junior/Assistant,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.46,Strong,83.71,83.12,84.74,0.56,Stable,Sales Target Achievement,99.44,Attendance and Punctuality,97.12,Collection Achievement,64.79,Teamwork and Professional Communication,54.87,0.89,86.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP065,Amna Gill,DEPARTMENT-003,Sales,Commercial Services,POS-065,Account Manager,Senior Sales Executive,Mid,Professional/Mid-level,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,75.11,Meets Expectations,74.91,74.01,76.0,0.87,Stable,Attendance and Punctuality,90.67,Sales Target Achievement,83.8,Collection Achievement,59.67,Teamwork and Professional Communication,47.78,0.88,72.9,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP066,Ali Gill,DEPARTMENT-001,HR,Corporate Services,POS-066,Senior HR Specialist,Senior HR Specialist,Senior,Senior/Lead,PT-HR-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,71.91,Meets Expectations,70.76,69.5,71.91,0.96,Stable,Attendance and Punctuality,94.67,Employee Case Resolution Time,79.82,Mentoring and Knowledge Transfer,61.37,Teamwork and Professional Communication,50.04,0.89,67.7,Needs Improvement,Calculated - Pending Manager Review,2026-08-01
EMP067,Nida Hameed,DEPARTMENT-006,Operations,Enterprise Operations,POS-067,Operations Manager,Operations Manager,Lead/Manager,Manager/Head,PT-OPS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,76.1,Meets Expectations,75.02,74.14,76.3,0.24,Stable,Operational Throughput Target Achievement,89.48,Attendance and Punctuality,88.68,Team Leadership and Development,55.41,Teamwork and Professional Communication,55.41,0.9,78.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP068,Sidra Hussain,DEPARTMENT-004,Customer Support,Commercial Services,POS-068,Customer Support Manager,Customer Support Manager,Lead/Manager,Manager/Head,PT-CS-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,77.81,Meets Expectations,76.31,74.93,77.81,0.59,Stable,Attendance and Punctuality,97.3,Support SLA Compliance,87.15,Teamwork and Professional Communication,67.77,Team Leadership and Development,62.56,0.91,77.8,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP069,Mehwish Hussain,DEPARTMENT-006,Operations,Enterprise Operations,POS-069,Operations Officer,Operations Officer,Junior,Junior/Assistant,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,85.11,Strong,85.05,84.14,85.5,0.53,Stable,Operational Throughput Target Achievement,100.0,Operational SLA Compliance,95.58,Learning and Adaptability,70.68,Teamwork and Professional Communication,47.63,0.88,84.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP070,Bilal Saeed,DEPARTMENT-005,Engineering,Technology and Innovation,POS-070,Engineering Lead,Engineering Manager,Lead/Manager,Manager/Head,PT-ENG-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,73.2,Meets Expectations,72.48,71.62,73.44,0.65,Stable,Attendance and Punctuality,94.46,Production Change Success Rate,84.05,Teamwork and Professional Communication,58.71,Team Leadership and Development,55.35,0.9,70.9,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP071,Eman Abbasi,DEPARTMENT-002,Finance,Corporate Services,POS-071,Financial Analyst,Financial Analyst,Mid,Professional/Mid-level,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,76.45,Meets Expectations,76.4,75.36,77.5,-0.55,Stable,Attendance and Punctuality,97.58,Financial Reporting Turnaround Time,81.48,Learning and Adaptability,67.97,Teamwork and Professional Communication,53.38,0.88,70.5,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP072,Fahad Hassan,DEPARTMENT-004,Customer Support,Commercial Services,POS-072,Support Team Lead,Team Lead - Customer Support,Senior,Senior/Lead,PT-CS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.39,Strong,84.48,83.82,85.39,0.03,Stable,Attendance and Punctuality,98.21,Ticket Resolution Target Achievement,93.69,Mentoring and Knowledge Transfer,73.43,Teamwork and Professional Communication,65.91,0.91,82.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP073,Ali Yousaf,DEPARTMENT-004,Customer Support,Commercial Services,POS-073,Customer Support Representative,Support Executive,Junior,Junior/Assistant,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,66.57,Partially Meets Expectations,65.78,65.13,66.57,-0.13,Stable,Attendance and Punctuality,94.37,Support SLA Compliance,70.13,Teamwork and Professional Communication,60.01,First Contact Resolution and Case Quality,59.68,0.86,62.0,Needs Improvement,Calculated - Pending Manager Review,2026-08-01
EMP074,Omer Hameed,DEPARTMENT-003,Sales,Commercial Services,POS-074,Sales Executive,Sales Executive,Junior,Junior/Assistant,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,76.66,Meets Expectations,76.46,75.83,77.43,0.01,Stable,Attendance and Punctuality,93.42,Lead Conversion and Customer Retention Score,89.37,Collection Achievement,57.35,Teamwork and Professional Communication,55.02,0.87,76.9,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP075,Asad Raza,DEPARTMENT-006,Operations,Enterprise Operations,POS-075,Operations Analyst,Operations Specialist,Mid,Professional/Mid-level,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,79.67,Meets Expectations,79.82,78.87,81.17,0.99,Stable,Attendance and Punctuality,98.14,Operational SLA Compliance,84.91,Process Accuracy,72.5,Teamwork and Professional Communication,67.53,0.89,76.6,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP076,Fahad Shah,DEPARTMENT-005,Engineering,Technology and Innovation,POS-076,Software Engineer II,Software Engineer,Mid,Professional/Mid-level,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,80.23,Strong,79.69,78.36,80.91,0.48,Stable,Attendance and Punctuality,95.48,Learning and Adaptability,85.04,Escaped Defects per Release,73.0,Teamwork and Professional Communication,71.29,0.89,76.7,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP077,Ahmad Awan,DEPARTMENT-004,Customer Support,Commercial Services,POS-077,Support Team Lead,Team Lead - Customer Support,Senior,Senior/Lead,PT-CS-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,90.25,Exceptional,90.58,89.04,91.34,0.46,Stable,Attendance and Punctuality,98.28,Support SLA Compliance,96.22,Mentoring and Knowledge Transfer,80.96,Teamwork and Professional Communication,71.49,0.93,89.7,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP078,Ahmad Nawaz,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Software Engineer,Mid,Professional/Mid-level,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.82,Strong,80.93,79.7,81.82,1.08,Stable,Attendance and Punctuality,94.89,Production Change Success Rate,85.44,Learning and Adaptability,75.03,Teamwork and Professional Communication,59.68,0.88,78.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP079,Hina Aslam,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Support Executive,Junior,Junior/Assistant,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.56,Strong,80.37,78.9,81.65,1.02,Stable,Attendance and Punctuality,97.83,Support SLA Compliance,87.37,Teamwork and Professional Communication,67.23,First Contact Resolution and Case Quality,66.51,0.88,77.9,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP080,Ali Mughal,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Engineering Manager,Lead/Manager,Manager/Head,PT-ENG-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,85.42,Strong,84.78,83.62,85.9,1.92,Stable,Attendance and Punctuality,98.33,Responsibility and Deadline Discipline,96.62,Team Leadership and Development,72.6,Teamwork and Professional Communication,71.69,0.93,91.7,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP081,Sonia Arif,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior HR Specialist,Senior,Senior/Lead,PT-HR-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,88.38,Strong,88.34,87.35,89.9,0.64,Stable,HR Service and Recruitment Target Achievement,95.35,Attendance and Punctuality,95.09,Mentoring and Knowledge Transfer,80.53,Teamwork and Professional Communication,71.62,0.92,86.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP082,Ali Dar,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior Software Engineer,Junior,Junior/Assistant,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,77.5,Meets Expectations,77.47,76.6,78.29,-0.32,Stable,Attendance and Punctuality,99.53,Sprint Delivery Achievement,85.39,Learning and Adaptability,65.41,Teamwork and Professional Communication,54.64,0.87,74.0,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP083,Raza Aziz,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Support Executive,Junior,Junior/Assistant,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,77.76,Meets Expectations,77.09,76.3,77.79,-0.53,Stable,Attendance and Punctuality,98.27,Support SLA Compliance,84.5,Teamwork and Professional Communication,69.69,First Contact Resolution and Case Quality,67.53,0.87,74.8,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP084,Zara Ullah,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,HR Specialist,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.84,Strong,81.18,80.35,82.0,0.54,Stable,HR Service and Recruitment Target Achievement,91.19,Attendance and Punctuality,89.71,Learning and Adaptability,63.72,Teamwork and Professional Communication,55.08,0.89,78.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP085,Sara Yousaf,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior HR Specialist,Senior,Senior/Lead,PT-HR-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,81.9,Strong,81.98,80.94,82.96,0.1,Stable,Attendance and Punctuality,99.07,Learning and Adaptability,89.5,Mentoring and Knowledge Transfer,72.2,Teamwork and Professional Communication,63.14,0.91,80.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP086,Hina Tariq,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Operations Officer,Junior,Junior/Assistant,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,86.12,Strong,85.91,85.35,86.22,0.29,Stable,Operational Throughput Target Achievement,100.0,Attendance and Punctuality,99.6,Learning and Adaptability,65.76,Teamwork and Professional Communication,61.8,0.89,84.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP087,Kashif Hameed,DEPARTMENT-001,HR,Corporate Services,POS-087,HR Manager,HR Manager,Lead/Manager,Manager/Head,PT-HR-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,82.96,Strong,82.93,81.67,83.69,0.24,Stable,Learning and Adaptability,95.74,Attendance and Punctuality,94.55,Teamwork and Professional Communication,69.43,Team Leadership and Development,65.12,0.92,88.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP088,Sana Mughal,DEPARTMENT-006,Operations,Enterprise Operations,POS-088,Operations Analyst,Operations Specialist,Mid,Professional/Mid-level,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,91.02,Exceptional,91.12,90.7,91.94,0.2,Stable,Operational Throughput Target Achievement,100.0,Attendance and Punctuality,99.21,Learning and Adaptability,80.05,Teamwork and Professional Communication,60.7,0.91,87.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP089,Muneeb Haider,DEPARTMENT-001,HR,Corporate Services,POS-089,HR Officer,HR Officer,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,87.64,Strong,87.66,87.11,88.53,-0.74,Stable,HR Service and Recruitment Target Achievement,100.0,Employee Case Resolution Time,97.95,Learning and Adaptability,66.77,Teamwork and Professional Communication,55.08,0.89,89.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP090,Noman Ahmad,DEPARTMENT-002,Finance,Corporate Services,POS-090,Financial Analyst,Financial Analyst,Mid,Professional/Mid-level,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,82.57,Strong,83.93,82.36,86.2,0.17,Stable,Attendance and Punctuality,96.31,Reporting and Reconciliation Target Achievement,87.81,Learning and Adaptability,71.66,Teamwork and Professional Communication,49.34,0.9,77.7,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP091,Nida Mughal,DEPARTMENT-002,Finance,Corporate Services,POS-091,Senior Financial Analyst,Senior Financial Analyst,Senior,Senior/Lead,PT-FIN-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,85.82,Strong,85.96,85.17,86.58,0.21,Stable,Attendance and Punctuality,100.0,Reporting and Reconciliation Target Achievement,99.17,Mentoring and Knowledge Transfer,71.96,Teamwork and Professional Communication,65.91,0.91,83.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP092,Mahnoor Ali,DEPARTMENT-005,Engineering,Technology and Innovation,POS-092,Senior Software Engineer,Senior Software Engineer,Senior,Senior/Lead,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,84.72,Strong,83.68,82.42,84.72,0.51,Stable,Attendance and Punctuality,98.15,Sprint Delivery Achievement,93.34,Mentoring and Knowledge Transfer,74.77,Teamwork and Professional Communication,61.35,0.91,83.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP093,Danish Siddiqui,DEPARTMENT-003,Sales,Commercial Services,POS-093,Senior Account Manager,Senior Account Manager,Senior,Senior/Lead,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,75.26,Meets Expectations,75.08,74.27,76.02,0.54,Stable,Attendance and Punctuality,99.71,Lead Conversion and Customer Retention Score,86.31,Collection Achievement,64.58,Teamwork and Professional Communication,58.19,0.91,75.3,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
EMP094,Akbar Abbasi,DEPARTMENT-007,IT,Technology and Innovation,POS-094,Senior Systems Engineer,Senior IT Engineer,Senior,Senior/Lead,PT-IT-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,70.87,Meets Expectations,71.19,70.61,71.96,-0.37,Stable,Attendance and Punctuality,98.29,Incident Resolution within SLA,81.68,Teamwork and Professional Communication,61.26,Learning and Adaptability,57.8,0.89,67.0,Needs Improvement,Calculated - Pending Manager Review,2026-08-01
EMP095,Haris Mahmood,DEPARTMENT-007,IT,Technology and Innovation,POS-095,IT Operations Manager,IT Manager,Lead/Manager,Manager/Head,PT-IT-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,86.08,Strong,84.61,83.87,86.08,0.8,Stable,Attendance and Punctuality,100.0,IT Service Delivery Target Achievement,97.16,Team Leadership and Development,68.56,Teamwork and Professional Communication,67.74,0.92,89.8,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP096,Ayesha Abbasi,DEPARTMENT-003,Sales,Commercial Services,POS-096,Account Manager,Senior Sales Executive,Mid,Professional/Mid-level,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,77.87,Meets Expectations,77.95,76.86,79.35,-0.64,Stable,Attendance and Punctuality,95.72,Lead Conversion and Customer Retention Score,87.51,Teamwork and Professional Communication,69.33,Collection Achievement,58.98,0.89,78.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP097,Sana Arif,DEPARTMENT-003,Sales,Commercial Services,POS-097,Sales Executive,Sales Executive,Junior,Junior/Assistant,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,79.57,Meets Expectations,79.38,78.36,80.39,-1.33,Stable,Attendance and Punctuality,97.71,Sales Target Achievement,91.28,Teamwork and Professional Communication,65.17,Collection Achievement,60.97,0.88,80.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP098,Sidra Zafar,DEPARTMENT-004,Customer Support,Commercial Services,POS-098,Senior Support Executive,Senior Support Executive,Mid,Professional/Mid-level,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,73.68,Meets Expectations,74.4,73.68,75.32,-0.23,Stable,Attendance and Punctuality,93.44,Support SLA Compliance,76.76,Learning and Adaptability,63.91,Teamwork and Professional Communication,50.19,0.88,69.4,Meets Expectations,Calculated - Pending Manager Review,2026-08-01
