Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Organizational_Unit_ID,Position_ID,Position_Title,Designation,Job_Level,Career_Level,Role_Band,Management_Tier,Manager_Flag,Measurement_Scope,Performance_Template_ID,Performance_Cycle_ID,Mapping_Status,Effective_Start_Date,Effective_End_Date,Data_As_Of_Date
EMP081,Sonia Arif,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,POS-081,Senior HR Specialist,Senior HR Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-HR-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP082,Ali Dar,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,POS-082,Software Engineer I,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP083,Raza Aziz,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,POS-083,Customer Support Representative,Support Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP084,Zara Ullah,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,POS-084,HR Generalist,HR Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP085,Sara Yousaf,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,POS-085,Senior HR Specialist,Senior HR Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-HR-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP086,Hina Tariq,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-086,Operations Officer,Operations Officer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP087,Kashif Hameed,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR,POS-087,HR Manager,HR Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-HR-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP088,Sana Mughal,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-088,Operations Analyst,Operations Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP089,Muneeb Haider,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,POS-089,HR Officer,HR Officer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP090,Noman Ahmad,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,POS-090,Financial Analyst,Financial Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP091,Nida Mughal,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,POS-091,Senior Financial Analyst,Senior Financial Analyst,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-FIN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP092,Mahnoor Ali,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-092,Senior Software Engineer,Senior Software Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP093,Danish Siddiqui,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,POS-093,Senior Account Manager,Senior Account Manager,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP094,Akbar Abbasi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,POS-094,Senior Systems Engineer,Senior IT Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-IT-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP095,Haris Mahmood,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,POS-095,IT Operations Manager,IT Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-IT-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP096,Ayesha Abbasi,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,POS-096,Account Manager,Senior Sales Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP097,Sana Arif,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,POS-097,Sales Executive,Sales Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP098,Sidra Zafar,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,POS-098,Senior Support Executive,Senior Support Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP099,Bilal Aslam,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,POS-099,Financial Analyst,Financial Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP100,Rabia Javed,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,POS-100,Senior Software Engineer,Senior Software Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-ENG-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP101,Talha Dar,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-101,Systems Administrator,IT Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP102,Akbar Gill,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,POS-102,Sales Executive,Sales Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP103,Noor Masood,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,POS-103,Customer Support Representative,Support Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP104,Rabia Ali,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-104,Senior Systems Engineer,Senior IT Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-IT-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP105,Areeba Raza,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL,POS-105,Sales Manager,Sales Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-SAL-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP106,Hina Saleem,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,POS-106,Senior HR Specialist,Senior HR Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-HR-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP107,Zoya Mahmood,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-107,Software Engineer II,Software Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP108,Ayesha Ahmad,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,POS-108,HR Generalist,HR Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP109,Ali Farooq,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,POS-109,Sales Executive,Sales Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP110,Arslan Masood,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-110,IT Support Engineer,Junior IT Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP111,Sadia Bashir,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,POS-111,Account Manager,Senior Sales Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP112,Sara Javed,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,POS-112,Sales Executive,Sales Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP113,Shahbaz Gill,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-113,IT Support Engineer,Junior IT Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP114,Hamza Hussain,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,POS-114,HR Generalist,HR Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP115,Hafsa Abbasi,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,POS-115,Software Engineer II,Software Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP116,Ali Abbasi,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,POS-116,Software Engineer I,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP117,Saad Ullah,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,POS-117,Software Engineer I,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP118,Zoya Ali,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,POS-118,Senior Support Executive,Senior Support Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP119,Ayesha Nawaz,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,POS-119,Support Team Lead,Team Lead - Customer Support,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-CS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP120,Ahmad Aziz,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,POS-120,Operations Analyst,Operations Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP121,Mehwish Tariq,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-121,Operations Officer,Operations Officer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP122,Hafsa Ullah,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-122,Operations Officer,Operations Officer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP123,Sehrish Ullah,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,POS-123,Senior Financial Analyst,Senior Financial Analyst,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-FIN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP124,Fahad Javed,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,POS-124,Account Manager,Senior Sales Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP125,Fatima Zafar,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,POS-125,Senior Account Manager,Senior Account Manager,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP126,Laiba Sheikh,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-126,Support Team Lead,Team Lead - Customer Support,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-CS-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP127,Khurram Yousaf,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,POS-127,HR Generalist,HR Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP128,Zoya Farooq,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,POS-128,Customer Support Manager,Customer Support Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-CS-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP129,Danish Dar,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,POS-129,Engineering Lead,Engineering Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ENG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP130,Waqas Siddiqui,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,POS-130,Senior HR Specialist,Senior HR Specialist,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-HR-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP131,Ahmad Yousaf,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-131,Systems Administrator,IT Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP132,Arham Qureshi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,POS-132,IT Support Engineer,Junior IT Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-IT-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP133,Usman Raza,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,POS-133,Software Engineer II,Software Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP134,Talha Awan,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-134,Systems Administrator,IT Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-IT-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP135,Eman Butt,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-135,Senior Support Executive,Senior Support Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP136,Fatima Saleem,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,POS-136,HR Generalist,HR Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP137,Areeba Farooq,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,POS-137,Customer Support Representative,Support Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP138,Amir Saleem,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,POS-138,Software Engineer II,Software Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP139,Iqra Saeed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,POS-139,Operations Officer,Operations Officer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP140,Noman Rehman,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,POS-140,Senior Financial Analyst,Senior Financial Analyst,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-FIN-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP141,Asad Zafar,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,POS-141,Operations Manager,Operations Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-OPS-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP142,Fahad Farooq,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,POS-142,Engineering Lead,Engineering Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-ENG-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP143,Hamza Awan,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,POS-143,Financial Analyst,Financial Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP144,Imran Ullah,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,POS-144,Customer Support Manager,Customer Support Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-CS-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP145,Ahsan Anwar,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,POS-145,Account Manager,Senior Sales Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-SAL-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP146,Talha Khan,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,POS-146,Financial Analyst,Financial Analyst,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP147,Hassan Javed,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,POS-147,Customer Support Manager,Customer Support Manager,Lead/Manager,Management,Manager/Head,Manager/Lead,Yes,Team/Department,PT-CS-MANAGER,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP148,Sadia Malik,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,POS-148,Sales Executive,Sales Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-SAL-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP149,Muneeb Hameed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,POS-149,Operations Analyst,Operations Specialist,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-OPS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP150,Sana Nawaz,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,POS-150,Customer Support Representative,Support Executive,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP151,Farhan Rehman,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,POS-151,Software Engineer I,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP152,Mahnoor Tariq,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,POS-152,Senior Systems Engineer,Senior IT Engineer,Senior,Senior Professional,Senior/Lead,Senior Individual Contributor,No,Individual + Mentoring,PT-IT-SENIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP153,Kashif Abbasi,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,POS-153,Software Engineer II,Software Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP154,Hina Abbasi,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,POS-154,Software Engineer I,Junior Software Engineer,Junior,Entry Level,Junior/Assistant,Individual Contributor,No,Individual,PT-ENG-JUNIOR,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP155,Noman Malik,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,POS-155,Senior Support Executive,Senior Support Executive,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
EMP156,Asad Malik,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,POS-156,Software Engineer II,Software Engineer,Mid,Professional,Professional/Mid-level,Individual Contributor,No,Individual,PT-ENG-PROFESSIONAL,PC-2025-2026-ANNUAL,Mapped,2025-09-01,,2026-08-01
