Employee_ID,Employee_Name,Department,Position_ID,Designation,Job_Level,Tenure_Months,Years_in_Company,Total_Experience_Years,Relevant_Experience_Years,Years_in_Current_Role,Projects_Completed,High_Impact_Projects,Previous_Same_Role,Previous_Department_Experience,Leadership_Experience_Years,Cross_Functional_Projects,Project_Success_Rate_pct,Experience_Score,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP363,Shahzaib Rauf,Training & Development,POS-354,Training Manager,Lead/Manager,125,10.4,21.9,16.6,5.7,39,8,No,No,16.9,5,100,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP364,Iqra Malik,Training & Development,POS-355,Training Manager,Lead/Manager,145,12.1,21.2,11.8,8.1,21,3,Yes,No,15.4,0,89.2,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP365,Noor Raza,Training & Development,POS-356,Training Manager,Lead/Manager,119,9.9,21.1,12.1,3.1,38,5,No,No,17.0,7,79.5,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP366,Saad Khan,Training & Development,POS-357,Training Manager,Lead/Manager,124,10.3,22.3,13.2,1.7,42,5,No,No,18.8,5,88.2,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP367,Laiba Siddiqui,Training & Development,POS-358,Training Manager,Lead/Manager,92,7.7,16.8,13.6,5.0,32,6,No,No,12.4,10,80.9,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP368,Saba Hashmi,Training & Development,POS-359,Senior Trainer,Senior,51,4.2,12.3,10.4,3.8,25,4,No,No,0.6,4,89.0,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP369,Maha Rauf,Training & Development,POS-360,Senior Trainer,Senior,137,11.4,18.8,15.2,2.0,39,7,No,No,1.0,1,83.6,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP370,Anusha Mahmood,Training & Development,POS-361,Senior Trainer,Senior,143,11.9,19.1,12.1,9.4,33,4,No,No,0.3,1,79.2,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP371,Omar Tariq,Training & Development,POS-362,Senior Trainer,Senior,51,4.2,11.4,8.1,1.1,26,5,No,No,0.7,5,77.5,93.7,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP372,Hassan Nadeem,Training & Development,POS-363,Senior Trainer,Senior,38,3.2,10.2,8.9,2.1,21,2,No,Yes,1.1,3,87.5,94.4,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP373,Noman Nawaz,Training & Development,POS-364,Senior Trainer,Senior,115,9.6,15.1,12.2,6.9,18,2,No,No,0.1,4,70.4,98.9,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP374,Iqra Habib,Training & Development,POS-365,Senior Trainer,Senior,66,5.5,11.9,9.6,3.3,17,2,Yes,No,0.9,0,90.9,96.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP375,Sana Mirza,Training & Development,POS-366,Senior Trainer,Senior,97,8.1,17.4,12.7,4.0,30,6,Yes,Yes,0.6,8,80.7,100,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP376,Amna Nasir,Training & Development,POS-367,Learning and Development Specialist,Mid,52,4.3,8.3,6.8,2.1,12,2,Yes,No,0.3,9,80.9,85.2,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP377,Anam Mirza,Training & Development,POS-368,Learning and Development Specialist,Mid,29,2.4,8.2,5.4,1.3,12,1,No,Yes,0.9,6,88.4,82.2,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP378,Anam Qureshi,Training & Development,POS-369,Learning and Development Specialist,Mid,80,6.7,10.2,6.1,4.6,17,3,No,Yes,1.1,3,71.2,84.2,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP379,Anusha Qureshi,Training & Development,POS-370,Learning and Development Specialist,Mid,46,3.8,8.4,5.2,1.7,17,3,Yes,No,1.4,4,94.5,86.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP380,Maha Waheed,Training & Development,POS-371,Learning and Development Specialist,Mid,37,3.1,7.1,5.1,1.1,17,2,No,No,0.7,7,80.6,80.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP381,Iqra Latif,Training & Development,POS-372,Learning and Development Specialist,Mid,78,6.5,9.1,5.4,4.7,19,2,Yes,No,1.1,4,92.2,84.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP382,Fahad Ahmed,Training & Development,POS-373,Learning and Development Specialist,Mid,60,5.0,9.3,6.4,2.2,18,4,No,No,1.0,5,70.3,86.3,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP383,Rabia Awan,Training & Development,POS-374,Learning and Development Specialist,Mid,73,6.1,8.4,6.1,1.8,12,2,No,No,1.2,9,87.7,86.2,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP384,Ayesha Farooq,Training & Development,POS-375,Learning and Development Specialist,Mid,61,5.1,7.8,5.0,3.3,15,1,No,Yes,0.4,7,87.7,79.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP385,Waqas Raza,Training & Development,POS-376,Learning and Development Specialist,Mid,76,6.3,10.5,8.9,4.5,19,5,No,No,0.2,9,74.7,94.5,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP386,Areeba Nasir,Training & Development,POS-377,Learning and Development Specialist,Mid,82,6.8,11.8,9.2,3.0,14,1,No,No,1.2,2,86.7,93.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP387,Usman Rashid,Training & Development,POS-378,Learning and Development Specialist,Mid,28,2.3,4.6,3.5,1.3,6,1,No,Yes,1.1,2,80.4,75.3,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP388,Kashif Mughal,Training & Development,POS-379,Learning and Development Specialist,Mid,30,2.5,4.8,2.8,0.6,9,2,No,No,0.7,7,67.4,71.3,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP389,Amna Latif,Training & Development,POS-380,Learning and Development Specialist,Mid,69,5.8,9.1,7.1,0.3,11,3,Yes,No,0.1,2,89.3,88.9,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP390,Nida Ali,Training & Development,POS-381,Training Coordinator,Junior,30,2.5,3.8,3.1,2.4,6,1,No,No,0.6,0,74.7,71.9,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP391,Zainab Aslam,Training & Development,POS-382,Training Coordinator,Junior,42,3.5,5.5,3.1,2.5,8,1,No,No,1.3,1,82.8,75.0,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP392,Danish Zafar,Training & Development,POS-383,Training Coordinator,Junior,18,1.5,4.3,3.0,0.2,6,1,No,No,0.7,5,86.7,74.2,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP393,Nida Awan,Training & Development,POS-384,Training Coordinator,Junior,5,0.4,2.7,1.9,0.4,4,1,No,No,1.1,3,82.8,71.0,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP394,Usman Ansari,Training & Development,POS-385,Training Coordinator,Junior,9,0.8,1.9,1.3,0.4,2,0,No,Yes,0.7,5,100,70.3,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP395,Ayesha Raza,Training & Development,POS-386,Training Coordinator,Junior,31,2.6,3.6,2.1,1.6,3,0,No,Yes,0.8,1,82.9,69.5,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP396,Minal Ahmed,Training & Development,POS-387,Training Coordinator,Junior,8,0.7,3.1,2.2,0.4,3,0,No,Yes,0.4,2,100,72.4,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP397,Maryam Ahmed,Training & Development,POS-388,Training Coordinator,Junior,24,2.0,3.3,2.6,1.9,4,1,Yes,No,1.2,1,82.3,73.2,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP398,Hassan Chaudhry,Training & Development,POS-389,Training Coordinator,Junior,27,2.2,4.9,3.5,0.8,7,1,No,No,1.4,0,81.7,76.1,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP399,Nida Khalid,Training & Development,POS-390,Training Coordinator,Junior,24,2.0,3.5,2.3,1.9,6,1,No,No,1.3,2,90.6,74.1,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP400,Hassan Shah,Training & Development,POS-391,Training Coordinator,Junior,14,1.2,3.7,2.9,0.5,3,0,No,No,1.3,2,87.3,73.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP401,Ahmed Malik,Training & Development,POS-392,Training Coordinator,Junior,32,2.7,4.1,2.8,1.8,4,1,No,Yes,1.4,7,73.3,72.4,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP402,Asad Habib,Training & Development,POS-393,Training Coordinator,Junior,26,2.2,3.2,2.1,2.1,5,0,No,No,1.2,1,86.8,71.1,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP403,Ayesha Khan,Training & Development,POS-394,Training Intern,Intern,3,0.2,1.0,0.6,0.2,2,0,Yes,No,0.1,2,89.0,64.8,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP404,Adnan Aslam,Training & Development,POS-395,Training Intern,Intern,1,0.1,0.3,0.2,0.1,0,0,No,No,0.8,8,82.3,63.7,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP405,Kinza Yousaf,Training & Development,POS-396,Training Intern,Intern,4,0.3,1.2,0.9,0.2,2,0,No,No,0.9,0,77.8,65.1,DEPARTMENT-009,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,2026-08-01
EMP406,Taha Ejaz,Administration & Facilities,EXEC-ADM-HEAD,Head of Administration and Facilities,Executive,153,12.8,31.8,19.9,2.3,78,21,No,No,26.8,4,80.4,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP407,Rabia Raza,Administration & Facilities,POS-397,Administration Manager,Lead/Manager,188,15.7,29.4,24.9,2.9,63,8,No,No,21.5,7,85.6,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP408,Anam Yousaf,Administration & Facilities,POS-398,Administration Manager,Lead/Manager,80,6.7,17.1,11.7,5.0,30,6,No,Yes,11.5,6,90.7,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP409,Waqas Akhtar,Administration & Facilities,POS-399,Administration Manager,Lead/Manager,160,13.3,25.5,14.2,1.0,59,6,No,Yes,21.2,14,80.1,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP410,Asad Rehman,Administration & Facilities,POS-400,Administration Manager,Lead/Manager,112,9.3,22.5,19.4,2.1,25,3,No,No,17.7,6,88.5,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP411,Hamza Habib,Administration & Facilities,POS-401,Administration Manager,Lead/Manager,145,12.1,21.8,12.3,6.4,22,4,No,No,17.6,11,77.9,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP412,Noor Mahmood,Administration & Facilities,POS-402,Administration Manager,Lead/Manager,119,9.9,23.7,18.4,8.8,51,6,No,No,19.4,4,98.6,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP413,Ali Akhtar,Administration & Facilities,POS-403,Senior Administration Officer,Senior,52,4.3,9.4,8.0,1.0,14,1,No,No,1.0,7,73.7,87.2,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP414,Zainab Tariq,Administration & Facilities,POS-404,Senior Administration Officer,Senior,72,6.0,11.1,7.3,1.0,23,2,No,Yes,0.1,5,97.1,89.5,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP415,Mahnoor Aziz,Administration & Facilities,POS-405,Senior Administration Officer,Senior,78,6.5,16.4,9.3,0.6,40,9,No,No,0.5,5,93.2,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP416,Nida Raza,Administration & Facilities,POS-406,Senior Administration Officer,Senior,52,4.3,9.8,8.6,2.4,22,6,No,No,1.4,9,81.2,98.8,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP417,Saba Ali,Administration & Facilities,POS-407,Senior Administration Officer,Senior,106,8.8,16.2,10.2,2.7,35,4,No,No,0.8,6,87.1,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP418,Imran Raza,Administration & Facilities,POS-408,Senior Administration Officer,Senior,150,12.5,21.0,14.0,9.9,41,5,No,No,1.4,3,82.5,100,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP419,Anam Baig,Administration & Facilities,POS-409,Senior Administration Officer,Senior,106,8.8,16.8,9.4,8.1,20,4,No,No,0.6,7,85.1,97.4,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP420,Imran Faisal,Administration & Facilities,POS-410,Senior Administration Officer,Senior,42,3.5,9.0,6.5,3.0,20,4,No,No,1.4,4,81.6,89.6,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP421,Amna Mirza,Administration & Facilities,POS-411,Administration Officer,Mid,50,4.2,6.3,3.8,1.6,8,0,No,No,1.0,10,78.0,74.0,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP422,Farhan Ismail,Administration & Facilities,POS-412,Administration Officer,Mid,57,4.8,9.5,7.4,0.7,20,4,No,No,0.3,11,93.6,92.5,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP423,Danish Latif,Administration & Facilities,POS-413,Administration Officer,Mid,16,1.3,6.4,4.7,0.5,9,1,No,Yes,1.2,11,74.5,77.9,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP424,Omar Hameed,Administration & Facilities,POS-414,Administration Officer,Mid,60,5.0,9.7,8.2,1.1,14,3,Yes,Yes,1.5,0,87.8,94.7,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP425,Saad Awan,Administration & Facilities,POS-415,Administration Officer,Mid,50,4.2,8.2,4.8,4.1,18,3,Yes,No,1.4,7,91.8,85.1,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP426,Hassan Khan,Administration & Facilities,POS-416,Administration Officer,Mid,83,6.9,10.0,5.8,1.6,20,4,Yes,No,1.1,5,82.0,87.0,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP427,Zainab Ahmed,Administration & Facilities,POS-417,Administration Officer,Mid,18,1.5,4.7,4.0,1.4,5,1,Yes,Yes,1.4,3,89.1,79.1,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP428,Kinza Munir,Administration & Facilities,POS-418,Administration Officer,Mid,27,2.2,7.1,3.9,0.2,17,2,No,No,0.3,7,81.4,76.6,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP429,Komal Latif,Administration & Facilities,POS-419,Administration Officer,Mid,88,7.3,11.9,9.0,0.8,20,5,No,No,0.9,2,72.1,95.7,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP430,Saad Raza,Administration & Facilities,POS-420,Administration Officer,Mid,82,6.8,12.3,10.3,3.0,22,3,No,No,0.9,12,74.1,97.0,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP431,Noman Iqbal,Administration & Facilities,POS-421,Administration Officer,Mid,49,4.1,7.4,4.1,1.4,15,3,No,Yes,0.1,3,89.4,79.9,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP432,Kinza Hashmi,Administration & Facilities,POS-422,Administration Officer,Mid,49,4.1,9.1,7.7,1.8,12,2,No,Yes,0.9,3,84.5,89.8,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP433,Amna Mahmood,Administration & Facilities,POS-423,Administration Officer,Mid,47,3.9,7.7,6.0,3.0,14,2,Yes,No,0.9,7,83.9,84.6,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP434,Ayesha Awan,Administration & Facilities,POS-424,Administration Officer,Mid,15,1.2,5.6,5.0,0.4,6,1,Yes,No,0.1,8,81.9,78.1,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP435,Kamran Sultan,Administration & Facilities,POS-425,Administrative Assistant,Junior,20,1.7,4.4,3.3,0.8,6,1,No,Yes,0.5,3,74.5,72.3,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP436,Anusha Chaudhry,Administration & Facilities,POS-426,Administrative Assistant,Junior,4,0.3,0.8,0.5,0.2,1,0,No,No,1.2,6,96.8,68.3,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP437,Ali Ismail,Administration & Facilities,POS-427,Administrative Assistant,Junior,34,2.8,3.5,2.9,1.7,5,0,No,No,1.3,0,77.9,71.9,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP438,Fahad Habib,Administration & Facilities,POS-428,Administrative Assistant,Junior,13,1.1,3.8,2.8,0.4,5,0,No,No,1.2,7,90.8,74.0,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP439,Imran Shah,Administration & Facilities,POS-429,Administrative Assistant,Junior,8,0.7,3.3,2.6,0.4,5,1,No,No,1.4,0,84.8,74.1,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP440,Iqra Zafar,Administration & Facilities,POS-430,Administrative Assistant,Junior,30,2.5,5.4,4.4,0.9,9,1,No,No,0.1,0,80.7,76.0,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP441,Mahnoor Waheed,Administration & Facilities,POS-431,Administrative Assistant,Junior,32,2.7,2.8,1.8,1.9,5,1,No,No,1.4,6,91.2,72.9,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP442,Usman Riaz,Administration & Facilities,POS-432,Administrative Assistant,Junior,4,0.3,0.9,0.8,0.2,1,0,No,No,0.3,2,81.5,64.3,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP443,Noman Ismail,Administration & Facilities,POS-433,Administrative Assistant,Junior,19,1.6,3.3,2.6,0.4,4,0,No,No,0.4,2,79.2,69.4,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP444,Ahmed Latif,Administration & Facilities,POS-434,Administrative Assistant,Junior,40,3.3,3.3,2.4,0.8,5,1,No,No,1.1,0,91.4,74.2,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP445,Areeba Baig,Administration & Facilities,POS-435,Administrative Assistant,Junior,17,1.4,2.4,1.6,1.2,4,0,No,No,0.3,0,89.0,68.2,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP446,Nida Khan,Administration & Facilities,POS-436,Administrative Assistant,Junior,22,1.8,3.9,3.2,1.3,7,1,No,No,0.8,0,71.8,72.1,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP447,Junaid Qureshi,Administration & Facilities,POS-437,Administrative Assistant,Junior,18,1.5,3.3,1.9,1.4,7,1,No,No,0.8,2,61.6,66.1,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP448,Kashif Siddiqui,Administration & Facilities,POS-438,Administration Intern,Intern,10,0.8,1.0,0.6,0.3,1,0,No,No,0.9,0,92.2,67.0,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP449,Rabia Mahmood,Administration & Facilities,POS-439,Administration Intern,Intern,3,0.2,1.1,0.9,0.2,1,0,No,No,1.4,6,79.3,66.4,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP450,Sana Baig,Administration & Facilities,POS-440,Administration Intern,Intern,8,0.7,1.1,0.6,0.4,2,0,No,Yes,1.1,0,68.4,62.7,DEPARTMENT-010,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,2026-08-01
EMP451,Nida Farooq,Legal & Compliance,EXEC-LGL-HEAD,Head of Legal and Compliance,Executive,157,13.1,25.3,16.5,6.9,32,6,No,Yes,21.1,4,80.8,100,DEPARTMENT-011,Corporate Services,ORGANIZATIONAL-UNIT-LGL,LOC-HQ,COST-CENTER-LGL,2026-08-01
EMP452,Iqra Chaudhry,Legal & Compliance,POS-441,Legal and Compliance Manager,Lead/Manager,101,8.4,18.1,16.0,5.3,34,6,No,No,14.8,2,69.9,100,DEPARTMENT-011,Corporate Services,ORGANIZATIONAL-UNIT-LGL,LOC-HQ,COST-CENTER-LGL,2026-08-01
