Assignment_ID,Employee_ID,Employee_Name,Position_ID,Position_Title,Department_ID,Department_Name,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Manager_Employee_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,Assignment_Type,Assignment_Full_Time_Equivalent,Employment_Type,Data_As_Of_Date
ASSIGNMENT-0365,EMP365,Noor Raza,POS-356,Training Manager,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,EMP361,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0366,EMP366,Saad Khan,POS-357,Training Manager,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,EMP361,2023-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0367,EMP367,Laiba Siddiqui,POS-358,Training Manager,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN,LOC-CAMPUS,COST-CENTER-TRN,EMP361,2024-11-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0368,EMP368,Saba Hashmi,POS-359,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP364,2023-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0369,EMP369,Maha Rauf,POS-360,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP365,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0370,EMP370,Anusha Mahmood,POS-361,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP366,2023-02-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0371,EMP371,Omar Tariq,POS-362,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP367,2022-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0372,EMP372,Hassan Nadeem,POS-363,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP362,2023-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0373,EMP373,Noman Nawaz,POS-364,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP363,2026-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0374,EMP374,Iqra Habib,POS-365,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP364,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0375,EMP375,Sana Mirza,POS-366,Senior Trainer,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP365,2025-04-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0376,EMP376,Amna Nasir,POS-367,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP366,2022-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0377,EMP377,Anam Mirza,POS-368,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP367,2024-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0378,EMP378,Anam Qureshi,POS-369,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP362,2025-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0379,EMP379,Anusha Qureshi,POS-370,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP363,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0380,EMP380,Maha Waheed,POS-371,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP364,2023-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0381,EMP381,Iqra Latif,POS-372,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP365,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0382,EMP382,Fahad Ahmed,POS-373,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP366,2023-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0383,EMP383,Rabia Awan,POS-374,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP367,2022-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0384,EMP384,Ayesha Farooq,POS-375,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP362,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0385,EMP385,Waqas Raza,POS-376,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP363,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0386,EMP386,Areeba Nasir,POS-377,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP364,2025-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0387,EMP387,Usman Rashid,POS-378,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP365,2024-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0388,EMP388,Kashif Mughal,POS-379,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP366,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0389,EMP389,Amna Latif,POS-380,Learning and Development Specialist,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP367,2025-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0390,EMP390,Nida Ali,POS-381,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP366,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0391,EMP391,Zainab Aslam,POS-382,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP367,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0392,EMP392,Danish Zafar,POS-383,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP368,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0393,EMP393,Nida Awan,POS-384,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP369,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0394,EMP394,Usman Ansari,POS-385,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP370,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0395,EMP395,Ayesha Raza,POS-386,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP371,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0396,EMP396,Minal Ahmed,POS-387,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP372,2025-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0397,EMP397,Maryam Ahmed,POS-388,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP373,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0398,EMP398,Hassan Chaudhry,POS-389,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP374,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0399,EMP399,Nida Khalid,POS-390,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP375,2024-12-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0400,EMP400,Hassan Shah,POS-391,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP362,2025-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0401,EMP401,Ahmed Malik,POS-392,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP363,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0402,EMP402,Asad Habib,POS-393,Training Coordinator,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP364,2025-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0403,EMP403,Ayesha Khan,POS-394,Training Intern,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-01,LOC-CAMPUS,COST-CENTER-TRN,EMP365,2026-05-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0404,EMP404,Adnan Aslam,POS-395,Training Intern,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-03,LOC-CAMPUS,COST-CENTER-TRN,EMP366,2026-07-01,,Current,Primary Assignment,1.0,Internship,2026-08-01
ASSIGNMENT-0405,EMP405,Kinza Yousaf,POS-396,Training Intern,DEPARTMENT-009,Training & Development,Learning Services,ORGANIZATIONAL-UNIT-TRN-TEAM-02,LOC-CAMPUS,COST-CENTER-TRN,EMP367,2026-04-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0406,EMP406,Taha Ejaz,EXEC-ADM-HEAD,Head of Administration and Facilities,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,,2025-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0407,EMP407,Rabia Raza,POS-397,Administration Manager,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,EMP406,2023-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0408,EMP408,Anam Yousaf,POS-398,Administration Manager,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,EMP406,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0409,EMP409,Waqas Akhtar,POS-399,Administration Manager,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,EMP406,2023-01-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0410,EMP410,Asad Rehman,POS-400,Administration Manager,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,EMP406,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0411,EMP411,Hamza Habib,POS-401,Administration Manager,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,EMP406,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0412,EMP412,Noor Mahmood,POS-402,Administration Manager,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM,LOC-HQ,COST-CENTER-ADM,EMP406,2024-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0413,EMP413,Ali Akhtar,POS-403,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP412,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0414,EMP414,Zainab Tariq,POS-404,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP407,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0415,EMP415,Mahnoor Aziz,POS-405,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP408,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0416,EMP416,Nida Raza,POS-406,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP409,2023-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0417,EMP417,Saba Ali,POS-407,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP410,2023-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0418,EMP418,Imran Raza,POS-408,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP411,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0419,EMP419,Anam Baig,POS-409,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP412,2024-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0420,EMP420,Imran Faisal,POS-410,Senior Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP407,2024-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0421,EMP421,Amna Mirza,POS-411,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP408,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0422,EMP422,Farhan Ismail,POS-412,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP409,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0423,EMP423,Danish Latif,POS-413,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP410,2025-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0424,EMP424,Omar Hameed,POS-414,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP411,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0425,EMP425,Saad Awan,POS-415,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP412,2023-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0426,EMP426,Hassan Khan,POS-416,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP407,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0427,EMP427,Zainab Ahmed,POS-417,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP408,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0428,EMP428,Kinza Munir,POS-418,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP409,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0429,EMP429,Komal Latif,POS-419,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP410,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0430,EMP430,Saad Raza,POS-420,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP411,2022-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0431,EMP431,Noman Iqbal,POS-421,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP412,2024-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0432,EMP432,Kinza Hashmi,POS-422,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP407,2023-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0433,EMP433,Amna Mahmood,POS-423,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP408,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0434,EMP434,Ayesha Awan,POS-424,Administration Officer,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP409,2025-05-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0435,EMP435,Kamran Sultan,POS-425,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP414,2024-12-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0436,EMP436,Anusha Chaudhry,POS-426,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP415,2026-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0437,EMP437,Ali Ismail,POS-427,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP416,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0438,EMP438,Fahad Habib,POS-428,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP417,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0439,EMP439,Imran Shah,POS-429,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP418,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0440,EMP440,Iqra Zafar,POS-430,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP419,2025-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0441,EMP441,Mahnoor Waheed,POS-431,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP420,2023-12-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0442,EMP442,Usman Riaz,POS-432,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP407,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0443,EMP443,Noman Ismail,POS-433,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP408,2025-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0444,EMP444,Ahmed Latif,POS-434,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-03,LOC-HQ,COST-CENTER-ADM,EMP409,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0445,EMP445,Areeba Baig,POS-435,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP410,2026-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0446,EMP446,Nida Khan,POS-436,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-02,LOC-HQ,COST-CENTER-ADM,EMP411,2025-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0447,EMP447,Junaid Qureshi,POS-437,Administrative Assistant,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP412,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0448,EMP448,Kashif Siddiqui,POS-438,Administration Intern,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP413,2025-10-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0449,EMP449,Rabia Mahmood,POS-439,Administration Intern,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP414,2026-05-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0450,EMP450,Sana Baig,POS-440,Administration Intern,DEPARTMENT-010,Administration & Facilities,Corporate Services,ORGANIZATIONAL-UNIT-ADM-TEAM-01,LOC-HQ,COST-CENTER-ADM,EMP415,2025-12-01,,Current,Primary Assignment,0.5,Internship,2026-08-01
ASSIGNMENT-0451,EMP451,Nida Farooq,EXEC-LGL-HEAD,Head of Legal and Compliance,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,LOC-HQ,COST-CENTER-LGL,,2022-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0452,EMP452,Iqra Chaudhry,POS-441,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,LOC-HQ,COST-CENTER-LGL,EMP451,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0453,EMP453,Arham Baig,POS-442,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,LOC-HQ,COST-CENTER-LGL,EMP451,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0454,EMP454,Arham Rashid,POS-443,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,Corporate Services,ORGANIZATIONAL-UNIT-LGL,LOC-HQ,COST-CENTER-LGL,EMP451,2024-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
