Movement_ID,Employee_ID,Employee_Name,Movement_Type,Effective_Date,From_Department_ID,From_Department_Name,To_Department_ID,To_Department_Name,From_Organizational_Unit_ID,To_Organizational_Unit_ID,From_Position_ID,To_Position_ID,Movement_Reason,Voluntary_Movement,Employee_Record_Availability,Source_System
MOVEMENT-00098,HISTORICAL-EMPLOYEE-0066,Historical Administration Employee 0066,Leave,2024-10-15,DEPARTMENT-010,Administration & Facilities,,,ORGANIZATIONAL-UNIT-ADM,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00099,EMP486,Junaid Nadeem,Join,2024-10-21,,,DEPARTMENT-011,Legal & Compliance,,ORGANIZATIONAL-UNIT-LGL,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00100,HISTORICAL-EMPLOYEE-0067,Historical Legal Employee 0067,Join,2024-10-24,,,DEPARTMENT-011,Legal & Compliance,,ORGANIZATIONAL-UNIT-LGL,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00101,HISTORICAL-EMPLOYEE-0068,Historical Legal Employee 0068,Join,2024-10-24,,,DEPARTMENT-011,Legal & Compliance,,ORGANIZATIONAL-UNIT-LGL,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00102,HISTORICAL-EMPLOYEE-0069,Historical Legal Employee 0069,Leave,2024-10-04,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00103,HISTORICAL-EMPLOYEE-0070,Historical Legal Employee 0070,Leave,2024-10-13,DEPARTMENT-011,Legal & Compliance,,,ORGANIZATIONAL-UNIT-LGL,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00104,EMP479,Noman Latif,Promotion,2024-10-09,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-LGL,POS-468,HISTORICAL-PROMOTION-LGL-02-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00105,HISTORICAL-EMPLOYEE-0071,Historical Procurement Employee 0071,Join,2024-10-04,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00106,HISTORICAL-EMPLOYEE-0072,Historical Procurement Employee 0072,Join,2024-10-20,,,DEPARTMENT-012,Procurement & Supply Chain,,ORGANIZATIONAL-UNIT-PRC,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00107,HISTORICAL-EMPLOYEE-0073,Historical Procurement Employee 0073,Leave,2024-10-09,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00108,HISTORICAL-EMPLOYEE-0074,Historical Procurement Employee 0074,Leave,2024-10-18,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Contract completion,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00109,HISTORICAL-EMPLOYEE-0075,Historical Procurement Employee 0075,Leave,2024-10-17,DEPARTMENT-012,Procurement & Supply Chain,,,ORGANIZATIONAL-UNIT-PRC,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00110,EMP520,Maryam Munir,Promotion,2024-10-21,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-508,HISTORICAL-PROMOTION-PRC-02-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00111,EMP529,Ayesha Waheed,Promotion,2024-10-19,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-517,HISTORICAL-PROMOTION-PRC-02-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00112,EMP528,Minal Aslam,Promotion,2024-10-17,DEPARTMENT-012,Procurement & Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,ORGANIZATIONAL-UNIT-PRC,ORGANIZATIONAL-UNIT-PRC,POS-516,HISTORICAL-PROMOTION-PRC-02-03,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00113,EMP571,Minal Saeed,Join,2024-10-13,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00114,HISTORICAL-EMPLOYEE-0076,Historical Logistics Employee 0076,Join,2024-10-12,,,DEPARTMENT-013,Logistics & Warehouse,,ORGANIZATIONAL-UNIT-LOG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00115,HISTORICAL-EMPLOYEE-0077,Historical Logistics Employee 0077,Leave,2024-10-03,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00116,HISTORICAL-EMPLOYEE-0078,Historical Logistics Employee 0078,Leave,2024-10-03,DEPARTMENT-013,Logistics & Warehouse,,,ORGANIZATIONAL-UNIT-LOG,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00117,EMP568,Mehwish Javed,Promotion,2024-10-23,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-555,HISTORICAL-PROMOTION-LOG-02-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00118,EMP577,Iqra Hussain,Promotion,2024-10-12,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-564,HISTORICAL-PROMOTION-LOG-02-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00119,EMP563,Hira Ali,Promotion,2024-10-24,DEPARTMENT-013,Logistics & Warehouse,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-LOG,ORGANIZATIONAL-UNIT-LOG,POS-550,HISTORICAL-PROMOTION-LOG-02-03,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00120,HISTORICAL-EMPLOYEE-0079,Historical Production Employee 0079,Leave,2024-10-11,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00121,HISTORICAL-EMPLOYEE-0080,Historical Production Employee 0080,Leave,2024-10-06,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00122,HISTORICAL-EMPLOYEE-0081,Historical Production Employee 0081,Leave,2024-10-06,DEPARTMENT-014,Production & Manufacturing,,,ORGANIZATIONAL-UNIT-PRD,,,,Career opportunity,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00123,HISTORICAL-EMPLOYEE-0082,Historical Quality Employee 0082,Join,2024-10-20,,,DEPARTMENT-015,Quality Assurance,,ORGANIZATIONAL-UNIT-QAS,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00124,EMP669,Saad Riaz,Promotion,2024-10-12,DEPARTMENT-015,Quality Assurance,DEPARTMENT-015,Quality Assurance,ORGANIZATIONAL-UNIT-QAS,ORGANIZATIONAL-UNIT-QAS,POS-654,HISTORICAL-PROMOTION-QAS-02-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00125,EMP644,Imran Hussain,Promotion,2024-10-22,DEPARTMENT-015,Quality Assurance,DEPARTMENT-015,Quality Assurance,ORGANIZATIONAL-UNIT-QAS,ORGANIZATIONAL-UNIT-QAS,POS-629,HISTORICAL-PROMOTION-QAS-02-02,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00126,EMP645,Kinza Rehman,Promotion,2024-10-02,DEPARTMENT-015,Quality Assurance,DEPARTMENT-015,Quality Assurance,ORGANIZATIONAL-UNIT-QAS,ORGANIZATIONAL-UNIT-QAS,POS-630,HISTORICAL-PROMOTION-QAS-02-03,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00127,HISTORICAL-EMPLOYEE-0083,Historical Research Employee 0083,Join,2024-10-08,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00128,HISTORICAL-EMPLOYEE-0084,Historical Research Employee 0084,Join,2024-10-11,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00129,HISTORICAL-EMPLOYEE-0085,Historical Research Employee 0085,Join,2024-10-14,,,DEPARTMENT-016,Research & Development,,ORGANIZATIONAL-UNIT-RND,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00130,HISTORICAL-EMPLOYEE-0086,Historical Research Employee 0086,Leave,2024-10-06,DEPARTMENT-016,Research & Development,,,ORGANIZATIONAL-UNIT-RND,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00131,HISTORICAL-EMPLOYEE-0087,Historical Research Employee 0087,Leave,2024-10-11,DEPARTMENT-016,Research & Development,,,ORGANIZATIONAL-UNIT-RND,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00132,EMP476,Shahzaib Mahmood,Transfer,2024-11-15,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-016,Research & Development,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-RND,POS-465,HISTORICAL-DESTINATION-RND-03,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00133,EMP002,Bilal Aziz,Transfer,2024-11-16,DEPARTMENT-003,Sales,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-CS,POS-002,HISTORICAL-DESTINATION-CS-03,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00134,EMP712,Minal Hussain,Transfer,2024-11-16,DEPARTMENT-016,Research & Development,DEPARTMENT-011,Legal & Compliance,ORGANIZATIONAL-UNIT-RND,ORGANIZATIONAL-UNIT-LGL,POS-696,HISTORICAL-DESTINATION-LGL-03,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00135,EMP160,Rabia Ullah,Transfer,2024-11-07,DEPARTMENT-002,Finance,DEPARTMENT-013,Logistics & Warehouse,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-LOG,POS-160,HISTORICAL-DESTINATION-LOG-03,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00136,EMP479,Noman Latif,Transfer,2024-11-19,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-014,Production & Manufacturing,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-PRD,POS-468,HISTORICAL-DESTINATION-PRD-03,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00137,EMP279,Minal Ali,Transfer,2024-11-13,DEPARTMENT-006,Operations,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-HR,POS-273,HISTORICAL-DESTINATION-HR-03,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00138,EMP043,Amir Javed,Transfer,2024-11-20,DEPARTMENT-006,Operations,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-CS,POS-043,HISTORICAL-DESTINATION-CS-03,Employee request,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00139,EMP476,Shahzaib Mahmood,Transfer,2024-11-04,DEPARTMENT-011,Legal & Compliance,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-LGL,ORGANIZATIONAL-UNIT-OPS,POS-465,HISTORICAL-DESTINATION-OPS-03,Workforce balancing,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00140,EMP237,Areeba Munir,Transfer,2024-11-17,DEPARTMENT-002,Finance,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-ENG,POS-235,HISTORICAL-DESTINATION-ENG-03,Business requirement,Yes,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00141,HISTORICAL-EMPLOYEE-0088,Historical HR Employee 0088,Leave,2024-11-20,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Retirement,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00142,HISTORICAL-EMPLOYEE-0089,Historical HR Employee 0089,Leave,2024-11-13,DEPARTMENT-001,HR,,,ORGANIZATIONAL-UNIT-HR,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00143,EMP221,Anam Akhtar,Promotion,2024-11-15,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-220,HISTORICAL-PROMOTION-HR-03-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00144,EMP213,Talha Khalid,Promotion,2024-11-21,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-212,HISTORICAL-PROMOTION-HR-03-02,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00145,EMP053,Zeeshan Abbasi,Promotion,2024-11-15,DEPARTMENT-001,HR,DEPARTMENT-001,HR,ORGANIZATIONAL-UNIT-HR,ORGANIZATIONAL-UNIT-HR,POS-053,HISTORICAL-PROMOTION-HR-03-03,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00146,HISTORICAL-EMPLOYEE-0090,Historical Finance Employee 0090,Join,2024-11-19,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00147,HISTORICAL-EMPLOYEE-0091,Historical Finance Employee 0091,Join,2024-11-22,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00148,HISTORICAL-EMPLOYEE-0092,Historical Finance Employee 0092,Join,2024-11-22,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00149,HISTORICAL-EMPLOYEE-0093,Historical Finance Employee 0093,Join,2024-11-25,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00150,HISTORICAL-EMPLOYEE-0094,Historical Finance Employee 0094,Join,2024-11-11,,,DEPARTMENT-002,Finance,,ORGANIZATIONAL-UNIT-FIN,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00151,HISTORICAL-EMPLOYEE-0095,Historical Finance Employee 0095,Leave,2024-11-16,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00152,HISTORICAL-EMPLOYEE-0096,Historical Finance Employee 0096,Leave,2024-11-20,DEPARTMENT-002,Finance,,,ORGANIZATIONAL-UNIT-FIN,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00153,EMP233,Eman Akhtar,Promotion,2024-11-18,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-231,HISTORICAL-PROMOTION-FIN-03-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00154,EMP044,Hafsa Khan,Promotion,2024-11-08,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-044,HISTORICAL-PROMOTION-FIN-03-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00155,EMP140,Noman Rehman,Promotion,2024-11-13,DEPARTMENT-002,Finance,DEPARTMENT-002,Finance,ORGANIZATIONAL-UNIT-FIN,ORGANIZATIONAL-UNIT-FIN,POS-140,HISTORICAL-PROMOTION-FIN-03-03,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00156,HISTORICAL-EMPLOYEE-0097,Historical Sales Employee 0097,Join,2024-11-14,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00157,HISTORICAL-EMPLOYEE-0098,Historical Sales Employee 0098,Join,2024-11-12,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00158,HISTORICAL-EMPLOYEE-0099,Historical Sales Employee 0099,Join,2024-11-19,,,DEPARTMENT-003,Sales,,ORGANIZATIONAL-UNIT-SAL,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00159,EMP176,Ahsan Aziz,Promotion,2024-11-07,DEPARTMENT-003,Sales,DEPARTMENT-003,Sales,ORGANIZATIONAL-UNIT-SAL,ORGANIZATIONAL-UNIT-SAL,POS-176,HISTORICAL-PROMOTION-SAL-03-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00160,HISTORICAL-EMPLOYEE-0100,Historical Customer Employee 0100,Leave,2024-11-24,DEPARTMENT-004,Customer Support,,,ORGANIZATIONAL-UNIT-CS,,,,Contract completion,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00161,EMP083,Raza Aziz,Promotion,2024-11-22,DEPARTMENT-004,Customer Support,DEPARTMENT-004,Customer Support,ORGANIZATIONAL-UNIT-CS,ORGANIZATIONAL-UNIT-CS,POS-083,HISTORICAL-PROMOTION-CS-03-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00162,HISTORICAL-EMPLOYEE-0101,Historical Engineering Employee 0101,Join,2024-11-23,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00163,HISTORICAL-EMPLOYEE-0102,Historical Engineering Employee 0102,Join,2024-11-17,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Approved recruitment plan,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00164,HISTORICAL-EMPLOYEE-0103,Historical Engineering Employee 0103,Join,2024-11-09,,,DEPARTMENT-005,Engineering,,ORGANIZATIONAL-UNIT-ENG,,,Internship intake,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00165,HISTORICAL-EMPLOYEE-0104,Historical Engineering Employee 0104,Leave,2024-11-25,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Career opportunity,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00166,HISTORICAL-EMPLOYEE-0105,Historical Engineering Employee 0105,Leave,2024-11-23,DEPARTMENT-005,Engineering,,,ORGANIZATIONAL-UNIT-ENG,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00167,EMP014,Shahid Ali,Promotion,2024-11-20,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-014,HISTORICAL-PROMOTION-ENG-03-01,Merit promotion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00168,EMP151,Farhan Rehman,Promotion,2024-11-18,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-151,HISTORICAL-PROMOTION-ENG-03-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00169,EMP163,Sidra Sheikh,Promotion,2024-11-11,DEPARTMENT-005,Engineering,DEPARTMENT-005,Engineering,ORGANIZATIONAL-UNIT-ENG,ORGANIZATIONAL-UNIT-ENG,POS-163,HISTORICAL-PROMOTION-ENG-03-03,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00170,EMP075,Asad Raza,Join,2024-11-04,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Approved recruitment plan,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00171,HISTORICAL-EMPLOYEE-0106,Historical Operations Employee 0106,Join,2024-11-19,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00172,HISTORICAL-EMPLOYEE-0107,Historical Operations Employee 0107,Join,2024-11-04,,,DEPARTMENT-006,Operations,,ORGANIZATIONAL-UNIT-OPS,,,Replacement hire,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00173,HISTORICAL-EMPLOYEE-0108,Historical Operations Employee 0108,Leave,2024-11-17,DEPARTMENT-006,Operations,,,ORGANIZATIONAL-UNIT-OPS,,,,Resignation,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00174,EMP088,Sana Mughal,Promotion,2024-11-23,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-088,HISTORICAL-PROMOTION-OPS-03-01,Annual promotion cycle,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00175,EMP088,Sana Mughal,Promotion,2024-11-08,DEPARTMENT-006,Operations,DEPARTMENT-006,Operations,ORGANIZATIONAL-UNIT-OPS,ORGANIZATIONAL-UNIT-OPS,POS-088,HISTORICAL-PROMOTION-OPS-03-02,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00176,EMP301,Talha Ali,Join,2024-11-10,,,DEPARTMENT-007,IT,,ORGANIZATIONAL-UNIT-IT,,,Internship intake,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00177,HISTORICAL-EMPLOYEE-0109,Historical IT Employee 0109,Leave,2024-11-05,DEPARTMENT-007,IT,,,ORGANIZATIONAL-UNIT-IT,,,,Retirement,Yes,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00178,EMP311,Junaid Zafar,Promotion,2024-11-06,DEPARTMENT-007,IT,DEPARTMENT-007,IT,ORGANIZATIONAL-UNIT-IT,ORGANIZATIONAL-UNIT-IT,POS-304,HISTORICAL-PROMOTION-IT-03-01,Role expansion,No,Current Employee Record,Synthetic Workforce Movement Generator
MOVEMENT-00179,HISTORICAL-EMPLOYEE-0110,Historical Medical Employee 0110,Join,2024-11-21,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
MOVEMENT-00180,HISTORICAL-EMPLOYEE-0111,Historical Medical Employee 0111,Join,2024-11-25,,,DEPARTMENT-008,Medical Care,,ORGANIZATIONAL-UNIT-MED,,,Growth hiring,No,Historical Movement Subject,Synthetic Workforce Movement Generator
